Airline,Source,Destination,Duration,Total_Stops,Price,Month,Day_Name
Multiple carriers,Delhi,Cochin,385.2,1,36983.0,March,Friday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,June,Monday
Air India,Banglore,New Delhi,165.0,0,10741.0,March,Saturday
Air India,Kolkata,Banglore,765.0,2,11432.0,June,Thursday
Jet Airways,Banglore,New Delhi,949.8,1,11087.0,March,Tuesday
Jet Airways,Delhi,Cochin,1620.0,2,13292.0,June,Monday
Air India,Delhi,Cochin,1585.2,3,10493.0,June,Saturday
GoAir,Banglore,New Delhi,175.2,0,7631.0,March,Saturday
Air India,Delhi,Cochin,1489.8,2,13381.0,June,Thursday
Jet Airways,Kolkata,Banglore,520.2,1,13731.0,June,Thursday
Air India,Delhi,Cochin,1545.0,2,11911.0,May,Tuesday
IndiGo,Banglore,Delhi,169.8,0,4591.0,April,Thursday
Multiple carriers,Delhi,Cochin,375.0,1,14848.0,June,Monday
Multiple carriers,Delhi,Cochin,630.0,1,8266.0,June,Wednesday
Air India,Delhi,Cochin,1560.0,2,12392.0,May,Saturday
Jet Airways,Kolkata,Banglore,1024.8,1,13044.0,June,Wednesday
Jet Airways,Delhi,Cochin,1279.8,1,12898.0,May,Tuesday
Jet Airways,Delhi,Cochin,334.8,1,12242.0,March,Thursday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Saturday
Vistara,Kolkata,Banglore,1549.8,1,11105.0,March,Sunday
Jet Airways,Kolkata,Banglore,730.2,1,14388.0,May,Sunday
Jet Airways,Delhi,Cochin,1024.8,2,13014.0,May,Saturday
Multiple carriers,Delhi,Cochin,510.0,1,15411.0,March,Wednesday
Jet Airways,Delhi,Cochin,1384.8,1,16289.0,March,Saturday
IndiGo,Delhi,Cochin,559.8,1,6442.0,May,Wednesday
Jet Airways,Kolkata,Banglore,475.2,1,10844.0,May,Saturday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,May,Saturday
IndiGo,Banglore,Delhi,169.8,0,6906.0,April,Friday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,May,Tuesday
Jet Airways,Delhi,Cochin,600.0,1,14714.0,June,Thursday
Vistara Premium economy,Banglore,New Delhi,154.8,0,11793.0,March,Sunday
Multiple carriers,Delhi,Cochin,465.0,1,14323.0,May,Wednesday
SpiceJet,Banglore,Delhi,175.2,0,3971.0,April,Tuesday
Vistara,Kolkata,Banglore,1579.8,1,8452.0,May,Monday
Vistara,Banglore,Delhi,160.2,0,5403.0,April,Friday
Multiple carriers,Delhi,Cochin,660.0,1,13727.0,May,Thursday
Air India,Kolkata,Banglore,1165.2,2,12639.0,April,Monday
Jet Airways,Banglore,Delhi,175.2,0,5198.0,April,Thursday
Vistara,Banglore,Delhi,165.0,0,4878.0,June,Saturday
Jet Airways,Delhi,Cochin,1395.0,1,12373.0,May,Saturday
Multiple carriers,Delhi,Cochin,540.0,1,8552.0,March,Sunday
Vistara,Delhi,Cochin,190.2,0,6741.0,April,Sunday
Multiple carriers,Delhi,Cochin,385.2,1,6481.0,April,Tuesday
Multiple carriers,Delhi,Cochin,520.2,1,7354.0,June,Thursday
Air India,Banglore,Delhi,169.8,0,5228.0,April,Sunday
Jet Airways,Kolkata,Banglore,739.8,1,10844.0,May,Sunday
IndiGo,Delhi,Cochin,319.8,1,6347.0,May,Saturday
Air India,Banglore,New Delhi,240.0,1,5013.0,March,Friday
Jet Airways,Kolkata,Banglore,585.0,1,9663.0,June,Sunday
IndiGo,Banglore,Delhi,175.2,0,4823.0,April,Saturday
Air India,Delhi,Cochin,1579.8,2,13381.0,June,Monday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Saturday
Jet Airways,Kolkata,Banglore,585.0,1,9663.0,May,Wednesday
Jet Airways,Kolkata,Banglore,1495.2,1,7064.0,April,Monday
Jet Airways,Delhi,Cochin,715.2,1,10262.0,June,Sunday
Air India,Delhi,Cochin,499.8,2,13013.0,June,Saturday
Jet Airways,Delhi,Cochin,1045.2,2,15339.0,June,Thursday
GoAir,Banglore,Delhi,169.8,0,4937.0,April,Thursday
IndiGo,Delhi,Cochin,424.8,1,6818.0,June,Thursday
Air India,Delhi,Cochin,1275.0,2,10441.0,May,Saturday
Jet Airways,Delhi,Cochin,300.0,1,5177.0,April,Wednesday
IndiGo,Chennai,Kolkata,145.2,0,3858.0,June,Thursday
IndiGo,Kolkata,Banglore,315.0,1,6534.0,May,Saturday
Multiple carriers,Delhi,Cochin,910.2,1,6795.0,June,Saturday
Multiple carriers,Delhi,Cochin,705.0,1,9736.0,June,Monday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,May,Wednesday
SpiceJet,Delhi,Cochin,295.2,1,4957.0,April,Wednesday
IndiGo,Banglore,New Delhi,165.0,0,7648.0,March,Saturday
SpiceJet,Kolkata,Banglore,150.0,0,3873.0,June,Saturday
Jet Airways,Kolkata,Banglore,585.0,1,14388.0,May,Sunday
IndiGo,Kolkata,Banglore,160.2,0,5618.0,March,Wednesday
Multiple carriers,Delhi,Cochin,390.0,1,7408.0,June,Sunday
Air Asia,Delhi,Cochin,330.0,1,13774.0,March,Sunday
Vistara,Banglore,Delhi,160.2,0,4668.0,May,Friday
Jet Airways,Delhi,Cochin,2044.8,2,13082.0,March,Thursday
Air India,Delhi,Cochin,925.2,1,8669.0,June,Monday
IndiGo,Delhi,Cochin,570.0,1,6316.0,June,Monday
Jet Airways,Delhi,Cochin,364.8,1,12583.0,March,Wednesday
Vistara,Banglore,New Delhi,160.2,0,7923.0,March,Saturday
GoAir,Delhi,Cochin,349.8,1,7378.0,March,Sunday
Vistara,Banglore,Delhi,165.0,0,4878.0,June,Monday
Jet Airways,Kolkata,Banglore,1639.8,1,10844.0,May,Saturday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Wednesday
SpiceJet,Delhi,Cochin,315.0,1,6297.0,May,Tuesday
Jet Airways,Kolkata,Banglore,960.0,1,8529.0,June,Wednesday
Multiple carriers,Delhi,Cochin,420.0,1,13727.0,May,Saturday
SpiceJet,Kolkata,Banglore,520.2,1,6643.0,May,Friday
Multiple carriers,Delhi,Cochin,540.0,1,10197.0,May,Thursday
SpiceJet,Kolkata,Banglore,139.8,0,4911.0,April,Sunday
IndiGo,Chennai,Kolkata,139.8,0,6482.0,March,Wednesday
Jet Airways,Banglore,New Delhi,379.8,1,26890.0,March,Friday
IndiGo,Kolkata,Banglore,265.2,1,3717.0,May,Saturday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,June,Saturday
Air India,Banglore,New Delhi,664.8,2,10846.0,March,Monday
Air India,Banglore,New Delhi,1015.2,1,14069.0,March,Friday
Jet Airways,Delhi,Cochin,825.0,1,5177.0,April,Monday
Air India,Delhi,Cochin,1545.0,2,14641.0,March,Wednesday
IndiGo,Delhi,Cochin,835.2,1,6442.0,June,Thursday
Air India,Delhi,Cochin,315.0,1,5704.0,March,Thursday
Jet Airways,Kolkata,Banglore,1155.0,1,9663.0,May,Monday
Jet Airways,Delhi,Cochin,450.0,1,14714.0,June,Thursday
Jet Airways,Delhi,Cochin,540.0,1,5406.0,April,Monday
Vistara,Kolkata,Banglore,1440.0,1,8610.0,May,Wednesday
Jet Airways,Delhi,Cochin,1090.2,2,14237.0,June,Wednesday
IndiGo,Banglore,Delhi,175.2,0,4823.0,June,Sunday
IndiGo,Mumbai,Hyderabad,90.0,0,2227.0,March,Wednesday
Jet Airways,Delhi,Cochin,1279.8,1,12373.0,May,Saturday
Air India,Delhi,Cochin,375.0,1,8372.0,June,Thursday
Jet Airways,Delhi,Cochin,870.0,1,17024.0,March,Sunday
Air India,Mumbai,Hyderabad,79.80000000000001,0,3100.0,May,Monday
Jet Airways,Delhi,Cochin,775.2,1,14053.0,March,Saturday
IndiGo,Chennai,Kolkata,145.2,0,3540.0,May,Thursday
Vistara,Kolkata,Banglore,1350.0,1,9345.0,May,Tuesday
Jet Airways,Delhi,Cochin,1375.2,2,10368.0,June,Saturday
Jet Airways,Banglore,New Delhi,325.2,1,26890.0,March,Friday
SpiceJet,Mumbai,Hyderabad,85.19999999999999,0,5755.0,March,Saturday
Jet Airways,Banglore,New Delhi,435.0,1,7832.0,March,Thursday
Jet Airways,Kolkata,Banglore,739.8,1,14388.0,May,Monday
Air India,Delhi,Cochin,1210.2,2,8839.0,June,Thursday
Air India,Delhi,Cochin,1275.0,2,22096.0,March,Sunday
Vistara,Chennai,Kolkata,135.0,0,3687.0,May,Monday
Multiple carriers,Delhi,Cochin,630.0,1,9627.0,May,Wednesday
Multiple carriers,Delhi,Cochin,844.8,1,13542.0,March,Thursday
IndiGo,Banglore,Delhi,169.8,0,4423.0,April,Saturday
IndiGo,Delhi,Cochin,985.2,2,8899.0,March,Sunday
SpiceJet,Delhi,Cochin,315.0,1,5583.0,April,Sunday
Air Asia,Delhi,Cochin,829.8,1,6752.0,May,Monday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,May,Tuesday
Jet Airways,Banglore,New Delhi,435.0,1,7832.0,March,Thursday
Air India,Kolkata,Banglore,1624.8,2,10991.0,May,Wednesday
Jet Airways,Delhi,Cochin,1654.8,1,12898.0,May,Monday
Jet Airways,Delhi,Cochin,300.0,1,12898.0,May,Monday
GoAir,Banglore,Delhi,169.8,0,3398.0,May,Friday
Air India,Delhi,Cochin,169.8,0,5201.0,April,Wednesday
Air India,Kolkata,Banglore,919.8,2,13873.0,May,Monday
Air India,Delhi,Cochin,319.8,1,7384.0,June,Saturday
Jet Airways,Delhi,Cochin,610.2,1,10262.0,June,Thursday
Jet Airways,Kolkata,Banglore,1654.8,1,10031.0,March,Sunday
Jet Airways,Kolkata,Banglore,574.8,1,12384.0,May,Monday
Jet Airways,Kolkata,Banglore,1690.2,1,7757.0,May,Thursday
Jet Airways,Banglore,New Delhi,840.0,1,17261.0,March,Wednesday
SpiceJet,Chennai,Kolkata,154.8,0,7298.0,March,Friday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,April,Saturday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Monday
IndiGo,Kolkata,Banglore,280.2,1,5699.0,May,Saturday
Air India,Kolkata,Banglore,150.0,0,4880.0,April,Wednesday
Air India,Delhi,Cochin,675.0,1,15284.0,March,Wednesday
Jet Airways,Kolkata,Banglore,475.2,1,13759.0,March,Sunday
Vistara,Kolkata,Banglore,529.8,1,16092.0,March,Sunday
IndiGo,Mumbai,Hyderabad,85.19999999999999,0,4392.0,March,Saturday
Jet Airways,Delhi,Cochin,940.2,1,10262.0,June,Monday
SpiceJet,Kolkata,Banglore,154.8,0,3841.0,June,Wednesday
GoAir,Banglore,Delhi,175.2,0,5048.0,June,Saturday
Air India,Kolkata,Banglore,805.2,1,11096.0,May,Tuesday
IndiGo,Delhi,Cochin,274.8,1,5073.0,April,Wednesday
Jet Airways,Delhi,Cochin,1110.0,1,19828.0,March,Sunday
Vistara,Chennai,Kolkata,135.0,0,3739.0,March,Thursday
Air India,Delhi,Cochin,2295.0,2,10598.0,March,Saturday
Jet Airways,Banglore,Delhi,184.8,0,7229.0,June,Saturday
Vistara,Kolkata,Banglore,1549.8,1,8610.0,April,Monday
Vistara,Delhi,Cochin,190.2,0,6216.0,May,Thursday
Air India,Banglore,Delhi,169.8,0,6961.0,June,Sunday
Jet Airways,Kolkata,Banglore,690.0,1,10703.0,May,Monday
Jet Airways,Kolkata,Banglore,394.8,1,14151.0,May,Wednesday
Jet Airways,Kolkata,Banglore,1654.8,1,8586.0,May,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4488.0,April,Friday
Multiple carriers,Delhi,Cochin,450.0,1,7408.0,June,Saturday
Jet Airways,Delhi,Cochin,195.0,0,5443.0,April,Thursday
Jet Airways,Kolkata,Banglore,574.8,1,10539.0,June,Wednesday
Multiple carriers,Delhi,Cochin,750.0,1,7723.0,June,Saturday
Multiple carriers,Delhi,Cochin,679.8,1,15411.0,March,Wednesday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,May,Tuesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Friday
Jet Airways,Mumbai,Hyderabad,90.0,0,4050.0,March,Sunday
Jet Airways,Kolkata,Banglore,1570.2,1,14151.0,May,Saturday
SpiceJet,Delhi,Cochin,295.2,1,4957.0,April,Saturday
Air India,Banglore,New Delhi,165.0,0,7591.0,March,Sunday
Jet Airways,Kolkata,Banglore,520.2,1,11134.0,March,Sunday
IndiGo,Delhi,Cochin,424.8,1,6600.0,May,Monday
Air India,Banglore,New Delhi,165.0,0,4966.0,March,Saturday
Air India,Delhi,Cochin,1489.8,2,15481.0,June,Saturday
SpiceJet,Kolkata,Banglore,139.8,0,5515.0,March,Friday
Jet Airways,Delhi,Cochin,660.0,1,14714.0,June,Saturday
GoAir,Delhi,Cochin,540.0,1,4959.0,June,Saturday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,April,Sunday
Air India,Delhi,Cochin,184.8,0,6094.0,May,Wednesday
Air Asia,Kolkata,Banglore,154.8,0,4409.0,April,Wednesday
Multiple carriers,Delhi,Cochin,780.0,1,9794.0,May,Saturday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,5678.0,April,Wednesday
IndiGo,Delhi,Cochin,454.8,1,6442.0,June,Saturday
Vistara,Banglore,Delhi,160.2,0,4878.0,May,Saturday
Jet Airways,Kolkata,Banglore,775.2,1,12446.0,March,Sunday
Jet Airways,Delhi,Cochin,1759.8,2,16704.0,May,Thursday
Jet Airways,Banglore,New Delhi,300.0,1,9134.0,March,Friday
Jet Airways,Kolkata,Banglore,520.2,1,8586.0,May,Wednesday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,June,Saturday
Jet Airways,Banglore,Delhi,180.0,0,6144.0,April,Sunday
Air India,Banglore,Delhi,165.0,0,6961.0,May,Saturday
Jet Airways,Kolkata,Banglore,730.2,1,10844.0,May,Thursday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Tuesday
SpiceJet,Banglore,New Delhi,475.2,1,7139.0,March,Thursday
Air India,Mumbai,Hyderabad,1774.8,2,25139.0,March,Wednesday
Jet Airways,Delhi,Cochin,1615.2,2,10368.0,June,Saturday
Air India,Delhi,Cochin,765.0,1,5117.0,April,Saturday
Multiple carriers,Delhi,Cochin,454.8,1,9211.0,May,Saturday
SpiceJet,Kolkata,Banglore,150.0,0,4174.0,April,Monday
Multiple carriers,Delhi,Cochin,705.0,1,10786.0,May,Monday
Jet Airways,Banglore,New Delhi,1420.2,1,9134.0,March,Friday
Jet Airways,Delhi,Cochin,829.8,2,13376.0,June,Saturday
Air India,Banglore,New Delhi,769.8,1,6955.0,March,Thursday
Jet Airways,Kolkata,Banglore,589.8,1,10844.0,May,Thursday
Air Asia,Kolkata,Banglore,150.0,0,3807.0,April,Monday
Jet Airways,Kolkata,Banglore,1315.2,1,9663.0,May,Wednesday
Jet Airways,Delhi,Cochin,1570.2,1,12373.0,May,Thursday
SpiceJet,Banglore,Delhi,175.2,0,4991.0,May,Wednesday
Air India,Delhi,Cochin,1215.0,1,6745.0,March,Thursday
Jet Airways,Delhi,Cochin,1210.2,1,10262.0,June,Saturday
Jet Airways,Delhi,Cochin,655.2,1,6540.0,March,Wednesday
SpiceJet,Kolkata,Banglore,150.0,0,3873.0,April,Saturday
Jet Airways,Delhi,Cochin,1270.2,1,15554.0,May,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Monday
Jet Airways,Delhi,Cochin,1240.2,1,7438.0,March,Wednesday
Air Asia,Banglore,Delhi,169.8,0,6181.0,May,Friday
Multiple carriers,Delhi,Cochin,390.0,1,9424.0,May,Wednesday
Air India,Banglore,New Delhi,1800.0,2,12725.0,March,Tuesday
Air India,Banglore,New Delhi,790.2,1,6046.0,March,Friday
SpiceJet,Banglore,Delhi,175.2,0,3971.0,June,Saturday
Jet Airways,Kolkata,Banglore,1080.0,1,12692.0,June,Thursday
IndiGo,Delhi,Cochin,480.0,1,7451.0,March,Wednesday
Jet Airways,Banglore,New Delhi,525.0,1,13817.0,March,Tuesday
Jet Airways,Kolkata,Banglore,750.0,1,10703.0,May,Monday
Jet Airways,Banglore,New Delhi,799.8,1,13817.0,March,Tuesday
Jet Airways,Banglore,New Delhi,370.2,1,27210.0,March,Friday
Jet Airways,Kolkata,Banglore,450.0,1,13941.0,May,Saturday
Air India,Banglore,New Delhi,1155.0,1,10246.0,March,Friday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Monday
Air Asia,Kolkata,Banglore,720.0,1,6810.0,June,Thursday
Jet Airways,Banglore,Delhi,180.0,0,5198.0,May,Wednesday
Vistara,Banglore,Delhi,169.8,0,5613.0,May,Friday
IndiGo,Mumbai,Hyderabad,85.19999999999999,0,4784.0,March,Sunday
Jet Airways,Delhi,Cochin,1384.8,1,5406.0,March,Thursday
Air India,Banglore,Delhi,169.8,0,5228.0,April,Saturday
Jet Airways,Delhi,Cochin,1324.8,1,12898.0,May,Monday
Air India,Chennai,Kolkata,135.0,0,4667.0,June,Saturday
Jet Airways,Kolkata,Banglore,345.0,1,14781.0,May,Tuesday
Vistara,Banglore,Delhi,169.8,0,5403.0,April,Sunday
Jet Airways,Kolkata,Banglore,570.0,1,9899.0,June,Wednesday
Jet Airways,Delhi,Cochin,535.2,2,13029.0,May,Tuesday
Vistara,Kolkata,Banglore,1065.0,1,9187.0,May,Saturday
IndiGo,Banglore,Delhi,169.8,0,4823.0,May,Friday
Air India,Delhi,Cochin,1305.0,2,8665.0,March,Wednesday
IndiGo,Delhi,Cochin,754.8,1,14871.0,March,Wednesday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,June,Friday
Air India,Chennai,Kolkata,135.0,0,4667.0,June,Wednesday
IndiGo,Kolkata,Banglore,235.2,1,4226.0,April,Tuesday
Air India,Banglore,New Delhi,165.0,0,7591.0,March,Sunday
Jet Airways,Banglore,New Delhi,450.0,1,19225.0,March,Wednesday
Jet Airways,Delhi,Cochin,1039.8,1,12898.0,May,Monday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,June,Sunday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,May,Friday
Air India,Kolkata,Banglore,1830.0,2,12835.0,March,Sunday
Jet Airways Business,Banglore,New Delhi,300.0,1,52229.0,March,Friday
Multiple carriers,Delhi,Cochin,675.0,1,14533.0,May,Wednesday
Vistara,Banglore,Delhi,169.8,0,4668.0,June,Monday
Jet Airways,Delhi,Cochin,1144.8,1,11822.0,April,Tuesday
Jet Airways,Delhi,Cochin,394.8,1,6017.0,March,Wednesday
Jet Airways,Delhi,Cochin,450.0,1,14714.0,June,Sunday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,June,Sunday
Air Asia,Banglore,Delhi,165.0,0,3383.0,April,Wednesday
Air India,Kolkata,Banglore,765.0,2,11642.0,May,Saturday
Vistara,Banglore,Delhi,169.8,0,5403.0,April,Saturday
Air India,Delhi,Cochin,1594.8,2,14221.0,March,Sunday
Jet Airways,Kolkata,Banglore,775.2,1,8586.0,May,Saturday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,June,Wednesday
Jet Airways,Delhi,Cochin,520.2,1,10262.0,June,Monday
Multiple carriers,Delhi,Cochin,840.0,1,7888.0,May,Tuesday
Air India,Delhi,Cochin,1410.0,2,8236.0,March,Thursday
Air India,Delhi,Cochin,1795.2,2,12961.0,June,Thursday
Jet Airways,Kolkata,Banglore,1330.2,1,8586.0,May,Thursday
IndiGo,Kolkata,Banglore,289.8,1,5279.0,May,Saturday
GoAir,Banglore,Delhi,165.0,0,3419.0,June,Tuesday
Jet Airways,Delhi,Cochin,810.0,2,13292.0,June,Saturday
Jet Airways,Kolkata,Banglore,799.8,1,13067.0,May,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Friday
Jet Airways,Delhi,Cochin,715.2,1,15554.0,May,Saturday
IndiGo,Delhi,Cochin,310.2,1,6027.0,May,Wednesday
Jet Airways,Kolkata,Banglore,705.0,1,14781.0,May,Thursday
IndiGo,Banglore,Delhi,180.0,0,3943.0,May,Monday
GoAir,Delhi,Cochin,370.2,1,5842.0,June,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,4326.0,March,Friday
Multiple carriers,Delhi,Cochin,645.0,1,8937.0,June,Saturday
Air India,Chennai,Kolkata,135.0,0,3670.0,March,Thursday
IndiGo,Banglore,Delhi,175.2,0,4823.0,June,Tuesday
Jet Airways,Mumbai,Hyderabad,90.0,0,2071.0,April,Wednesday
Multiple carriers,Delhi,Cochin,454.8,1,6093.0,June,Thursday
Vistara,Kolkata,Banglore,1594.8,1,11682.0,March,Sunday
IndiGo,Banglore,New Delhi,285.0,1,7774.0,March,Sunday
Jet Airways,Kolkata,Banglore,1285.2,1,13067.0,May,Sunday
IndiGo,Delhi,Cochin,514.8,1,7514.0,May,Monday
Multiple carriers,Delhi,Cochin,510.0,1,6838.0,April,Tuesday
IndiGo,Chennai,Kolkata,135.0,0,3858.0,March,Monday
Multiple carriers,Delhi,Cochin,760.2,1,6795.0,June,Saturday
Jet Airways,Delhi,Cochin,505.2,2,16263.0,May,Monday
Air India,Kolkata,Banglore,1540.2,1,8576.0,May,Thursday
Air India,Banglore,Delhi,165.0,0,5228.0,May,Monday
Jet Airways,Delhi,Cochin,1759.8,2,16704.0,May,Wednesday
IndiGo,Kolkata,Banglore,160.2,0,8872.0,March,Sunday
GoAir,Banglore,Delhi,169.8,0,3898.0,May,Friday
SpiceJet,Chennai,Kolkata,139.8,0,3332.0,March,Thursday
Jet Airways,Kolkata,Banglore,435.0,1,5608.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1215.0,1,13941.0,May,Thursday
Multiple carriers,Delhi,Cochin,705.0,1,9100.0,March,Thursday
Vistara,Banglore,Delhi,154.8,0,4878.0,June,Saturday
IndiGo,Delhi,Cochin,810.0,1,6416.0,June,Saturday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,May,Sunday
Jet Airways,Delhi,Cochin,1474.8,2,10976.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1234.8,1,10031.0,March,Sunday
IndiGo,Kolkata,Banglore,169.8,0,4462.0,March,Monday
IndiGo,Delhi,Cochin,274.8,1,5073.0,April,Monday
IndiGo,Chennai,Kolkata,139.8,0,4326.0,March,Wednesday
Multiple carriers Premium economy,Delhi,Cochin,705.0,1,10161.0,March,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,3175.0,June,Wednesday
Vistara,Kolkata,Banglore,769.8,1,12312.0,March,Sunday
Jet Airways,Delhi,Cochin,1470.0,2,12604.0,March,Thursday
Multiple carriers,Delhi,Cochin,690.0,1,10877.0,June,Saturday
IndiGo,Kolkata,Banglore,240.0,1,4226.0,May,Saturday
Jet Airways,Delhi,Cochin,660.0,1,5406.0,April,Saturday
IndiGo,Delhi,Cochin,325.2,1,8618.0,May,Wednesday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Thursday
GoAir,Delhi,Cochin,310.2,1,10651.0,June,Saturday
Jet Airways,Delhi,Cochin,610.2,1,5963.0,March,Thursday
Jet Airways,Delhi,Cochin,1615.2,2,10368.0,June,Wednesday
IndiGo,Mumbai,Hyderabad,435.0,1,7681.0,March,Wednesday
Multiple carriers,Delhi,Cochin,490.2,1,7485.0,May,Tuesday
Jet Airways,Banglore,Delhi,175.2,0,4544.0,April,Wednesday
SpiceJet,Kolkata,Banglore,315.0,1,4649.0,April,Monday
Vistara,Chennai,Kolkata,139.8,0,11982.0,May,Sunday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4995.0,June,Monday
IndiGo,Kolkata,Banglore,289.8,1,5069.0,May,Thursday
SpiceJet,Kolkata,Banglore,139.8,0,3873.0,June,Saturday
SpiceJet,Kolkata,Banglore,139.8,0,3873.0,April,Saturday
Air India,Delhi,Cochin,795.0,1,8907.0,May,Monday
Jet Airways,Kolkata,Banglore,1150.2,1,10844.0,June,Sunday
Jet Airways,Kolkata,Banglore,1360.2,1,10844.0,May,Wednesday
Jet Airways,Kolkata,Banglore,889.8,1,9663.0,May,Monday
Jet Airways,Delhi,Cochin,910.2,2,13292.0,June,Saturday
Jet Airways,Delhi,Cochin,424.8,2,14441.0,June,Wednesday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4050.0,June,Sunday
IndiGo,Banglore,New Delhi,175.2,0,6144.0,March,Saturday
IndiGo,Delhi,Cochin,480.0,1,14871.0,March,Wednesday
Air Asia,Banglore,Delhi,165.0,0,4483.0,April,Thursday
IndiGo,Delhi,Cochin,895.2,1,6979.0,May,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,June,Thursday
IndiGo,Delhi,Cochin,975.0,1,7048.0,June,Saturday
SpiceJet,Banglore,Delhi,169.8,0,3573.0,June,Thursday
IndiGo,Delhi,Cochin,300.0,1,5054.0,May,Monday
Air India,Delhi,Cochin,1335.0,1,8582.0,June,Saturday
Air Asia,Delhi,Cochin,330.0,1,8759.0,June,Sunday
IndiGo,Delhi,Cochin,514.8,1,6442.0,April,Saturday
Air India,Delhi,Cochin,925.2,1,8879.0,May,Saturday
Jet Airways,Kolkata,Banglore,1260.0,1,10031.0,March,Sunday
Jet Airways,Delhi,Cochin,810.0,2,10368.0,June,Monday
IndiGo,Banglore,Delhi,169.8,0,3943.0,June,Monday
IndiGo,Delhi,Cochin,405.0,1,14871.0,March,Sunday
Jet Airways,Mumbai,Hyderabad,90.0,0,4995.0,June,Tuesday
Multiple carriers,Delhi,Cochin,520.2,1,10791.0,June,Monday
SpiceJet,Mumbai,Hyderabad,90.0,0,2753.0,June,Monday
IndiGo,Banglore,Delhi,169.8,0,4423.0,April,Tuesday
Air Asia,Kolkata,Banglore,154.8,0,4409.0,May,Monday
Air India,Kolkata,Banglore,964.8,1,6117.0,May,Thursday
Jet Airways,Delhi,Cochin,1429.8,2,15129.0,May,Tuesday
Vistara,Kolkata,Banglore,1624.8,1,9345.0,June,Thursday
Vistara,Kolkata,Banglore,975.0,1,8085.0,May,Thursday
Jet Airways,Delhi,Cochin,925.2,1,15554.0,May,Monday
SpiceJet,Banglore,Delhi,169.8,0,3573.0,May,Tuesday
Multiple carriers,Delhi,Cochin,514.8,1,17073.0,March,Sunday
Multiple carriers,Delhi,Cochin,829.8,1,6795.0,June,Sunday
Vistara,Banglore,New Delhi,160.2,0,5403.0,March,Thursday
IndiGo,Chennai,Kolkata,145.2,0,3540.0,May,Wednesday
Vistara,Delhi,Cochin,190.2,0,6216.0,April,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,3359.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1720.2,1,10844.0,May,Friday
Air India,Banglore,Delhi,169.8,0,6961.0,June,Saturday
Air Asia,Kolkata,Banglore,154.8,0,4107.0,April,Wednesday
Multiple carriers,Delhi,Cochin,580.2,1,13069.0,March,Thursday
Jet Airways,Delhi,Cochin,1000.2,2,13357.0,June,Monday
IndiGo,Delhi,Cochin,379.8,1,6938.0,June,Saturday
Jet Airways,Delhi,Cochin,1620.0,2,13292.0,June,Thursday
Air India,Banglore,New Delhi,874.8,2,26743.0,March,Friday
Multiple carriers,Delhi,Cochin,730.2,1,13568.0,March,Thursday
Multiple carriers,Delhi,Cochin,454.8,1,15353.0,March,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Wednesday
Jet Airways,Kolkata,Banglore,1150.2,1,10031.0,March,Sunday
Air India,Kolkata,Banglore,1200.0,2,14687.0,May,Thursday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,June,Thursday
GoAir,Delhi,Cochin,310.2,1,10188.0,May,Thursday
Vistara,Banglore,New Delhi,160.2,0,7398.0,March,Saturday
